VERSION|DML_IND|BENE_ID|STATE_CODE|BENE_COUNTY_CD|BENE_ZIP_CD|BENE_BIRTH_DT|BENE_SEX_IDENT_CD|BENE_RACE_CD|BENE_ENTLMT_RSN_ORIG|BENE_ENTLMT_RSN_CURR|BENE_ESRD_IND|BENE_MDCR_STATUS_CD|BENE_PTA_TRMNTN_CD|BENE_PTB_TRMNTN_CD|BENE_CRNT_HIC_NUM|BENE_SRNM_NAME|BENE_GVN_NAME|BENE_MDL_NAME
4|INSERT|406|FL|LEE|62061544.|14-FEB-1943|M|1|0|0|N|10|0|0|598348048O|Zoqaru|Fwud|C
4|INSERT|407|MI|WAYNE|118072578|18-AUG-1934|M|2|0|0|N|10|0|0|494633672I|Qsueuc|Azqf|
4|INSERT|408|NY|NASSAU|439776194|24-JUN-1941|F|1|0|0|N|10|1|1|672957422Y|Zlsoes|Hloj|L
4|INSERT|409|AL|JEFFERSON|401391886|12-SEP-1947|M|1|0|0|N|10|0|0|857954165K|Dltzry|Lroi|G
4|INSERT|410|CA|MONTEREY|4878008.6|23-JAN-1942|M|1|0|0|N|10|0|0|460625759E|Tklinq|Lkij|J
4|INSERT|411|OH|CUYAHOGA|792807823|23-AUG-1987|F|2|1|1|N|20|0|0|331419024P|Ujdjdy|Pncr|D
4|INSERT|412|GA|COBB|458568200|19-NOV-1939|M|1|0|0|N|10|0|0|548995105X|Lryxpm|Ypau|S
4|INSERT|413|CA|ALAMEDA|541042133|02-JUL-1977|F|1|1|1|N|20|0|0|499320680T|Dczean|Juhp|J
4|INSERT|414|VT|WASHINGTON|811729534|06-OCT-1927|M|1|0|0|N|10|0|0|808217708W|Cpcwiw|Zmnb|V
4|INSERT|415|VA|BOTETOURT|442925831|18-DEC-1980|F|1|1|1|N|20|0|0|148963896Y|Qwrucg|Lddq|L
4|INSERT|416|VA|SHENANDOAH|31186170.|07-OCT-1921|M|1|0|0|N|10|0|0|716845398M|Eropnb|Nrjh|
4|INSERT|417|MO|CASS|223028483|21-DEC-1950|F|1|3|3|Y|21|0|0|508051228G|Pbqlbq|Brhl|L
4|INSERT|418|CA|SAN BERNARDINO|25007055.|12-NOV-1926|M|1|0|0|N|10|0|0|351360177S|Tuxnbh|Owlm|E
4|INSERT|419|FL|VOLUSIA|755979422|30-SEP-1943|F|1|0|0|N|10|0|0|510463252T|Gpkqcg|Vtsm|W
4|INSERT|420|PR|CAYEY|879358928|22-JUN-1934|F|5|1|0|N|10|0|0|584032851I|Jxnxkh|Jloo|
4|INSERT|421|TX|TARRANT|980265355|14-AUG-1947|F|1|0|0|N|10|0|0|455126935E|Xntqux|Algd|
4|INSERT|422|NV|CLARK|473104625|18-JUL-1933|F|1|0|0|N|10|0|0|727236329F|Temxch|Kpez|
4|INSERT|423|MI|MONROE|80807278.|19-JUN-1950|M|1|1|1|N|20|0|0|412178303Y|Cpsdth|Dwxq|A
4|INSERT|424|IN|VANDERBURGH|320554183|13-APR-1937|M|1|0|0|N|10|0|0|367527085X|Aignch|Bxfm|A
4|INSERT|425|SC|KERSHAW|858633086|10-OCT-1962|M|1|1|1|N|20|0|0|497759296E|Dxislw|Fnau|L
4|INSERT|426|WI|MILWAUKEE|367013128|26-SEP-1947|M|1|0|0|N|10|0|0|704969960A|Vuwmcn|Gjun|L
4|INSERT|427|CA|ORANGE|432228287|02-DEC-1955|M|1|1|1|N|20|0|0|615086312W|Jhqctv|Acap|L
4|INSERT|428|MI|MONROE|858516875|12-APR-1939|M|1|0|0|N|10|0|0|538980546D|Rnqlic|Hztd|E
4|INSERT|429|CA|LOS ANGELES|207350350|16-APR-1922|M|5|0|0|N|10|0|0|216734252V|Nnajus|Acyz|C
4|INSERT|430|CA|LOS ANGELES|668967456|09-OCT-1941|M|1|0|0|N|10|0|0|535774183X|Tztyyn|Asyo|K
4|INSERT|431|NV|CLARK|223440854|29-APR-1924|F|4|0|0|N|10|0|0|550205216M|Qjhude|Pueu|E
4|INSERT|432|IN|LAKE|400691431|17-AUG-1943|F|1|0|0|N|10|0|0|138364962R|Qcmtlj|Lbaf|E
4|INSERT|433|CA|ALAMEDA|749495045|04-DEC-1947|M|1|0|0|N|10|0|0|391087238W|Jzhqar|Sbme|M
4|INSERT|434|PA|LANCASTER|121790898|15-MAY-1941|F|1|0|0|N|10|0|0|769497984U|Nwsurj|Akhm|E
4|INSERT|435|IL|COOK|552855296|30-JUL-1939|M|5|0|0|N|10|0|0|180994673Q|Mizkgq|Uluq|F
4|INSERT|436|CA|SONOMA|227407571|01-NOV-1936|F|1|0|0|N|10|0|0|459525602W|Hexewa|Qdec|
4|INSERT|437|CA|RIVERSIDE|721910963|10-AUG-1935|M|1|0|0|N|10|0|0|341758296Q|Ugzsqt|Yabz|J
4|INSERT|438|OH|BUTLER|858316430|22-JUL-1935|F|1|0|0|N|10|0|0|144147172P|Aeglta|Ypox|G
4|INSERT|439|GA|FULTON|209310362|27-DEC-1939|M|1|0|0|N|10|0|0|953280625P|Glbozu|Qfjk|W
4|INSERT|440|KY|WASHINGTON|94438365.|05-OCT-1947|F|1|0|0|N|10|1|1|863653430Q|Nxppuy|Jclj|D
4|INSERT|441|AZ|PIMA|575174109|06-MAR-1944|M|2|1|0|N|10|0|0|563431160R|Azbrwf|Erix|R
4|INSERT|442|CA|RIVERSIDE|396262933|20-MAR-1932|F|1|0|0|N|10|0|0|356760544E|Csutvt|Iipt|
4|INSERT|443|NY|SUFFOLK|257496795|24-AUG-1965|F|1|1|1|N|20|0|0|462059736A|Whtjdc|Namn|P
4|INSERT|444|AZ|MARICOPA|217526268|11-JUL-1944|F|1|0|0|N|10|0|0|263948155C|Nqlfbr|Hore|D
4|INSERT|445|PA|MERCER|433542212|21-SEP-1944|F|1|0|0|N|10|0|0|393424422S|Tweyay|Zqph|F
4|INSERT|446|NC|GUILFORD|886301124|03-SEP-1953|F|2|1|1|N|20|0|0|919847766Y|Gfppvh|Kgzk|L
4|INSERT|447|TN|HARDEMAN|4763356.4|21-AUG-1947|M|2|1|0|N|10|0|0|437829784H|Fcxran|Fian|M
4|INSERT|448|PA|WESTMORELAND|473650116|19-MAR-1940|F|1|0|0|N|10|0|0|715872707D|Avwios|Lrhc|D
4|INSERT|449|NV|WASHOE|913307609|16-JUL-1945|F|1|0|0|N|10|0|0|390092325L|Wespdk|Axpz|C
4|INSERT|450|NY|ERIE|562206812|18-DEC-1941|F|1|1|0|N|10|0|0|910348761P|Ujwrjq|Lrqy|F
4|INSERT|451|OH|ASHTABULA|974359762|23-MAY-1964|F|1|1|1|N|20|0|0|219427754B|Hzchnt|Vscj|W
4|INSERT|452|CA|FRESNO|348933354|12-OCT-1937|M|1|0|0|N|10|0|0|245096999K|Nkgwkr|Sljv|
4|INSERT|453|MA|SUFFOLK|653903509|23-MAY-1939|F|1|0|0|N|10|0|0|849210285U|Lajhfa|Pgro|A
4|INSERT|454|TX|HARRIS|816852122|03-AUG-1944|M|1|0|0|N|10|0|0|713003582S|Gehvuk|Cqnv|C
4|INSERT|455|ID|ADA|677976363|20-FEB-1941|F|1|0|0|N|10|0|0|163768613K|Igjzto|Ixab|B
4|INSERT|456|FL|MIAMI-DADE|869224624|01-FEB-1942|F|1|0|0|N|10|0|0|850574885P|Jpbzcm|Asnn|W
4|INSERT|457|NJ|OCEAN|426238028|27-JUL-1933|M|1|0|0|N|10|1|1|734284428L|Voduls|Opzi|
4|INSERT|458|NY|KINGS|897476252|12-APR-1939|F|1|1|0|N|10|0|0|492481206L|Rmlytr|Lwje|
4|INSERT|459|NE|DOUGLAS|60715489.|01-MAY-1973|F|2|1|1|N|20|0|0|264325148O|Wvguse|Nxit|
4|INSERT|460|NY|SUFFOLK|300425858|01-OCT-1953|F|1|1|1|N|20|0|0|787862823Q|Tbjjbs|Lnlu|N
4|INSERT|461|IL|COOK|190394216|25-SEP-1938|M|1|0|0|N|10|0|0|974539591J|Froica|Prng|E
4|INSERT|462|CA|LOS ANGELES|878792875|02-APR-1940|M|4|0|0|N|10|0|0|757677556G|Dsbgde|Zdam|M
4|INSERT|463|MA|HAMPDEN|283325969|28-JUN-1922|M|1|0|0|N|10|0|0|414294849S|Oiyvem|Lgnq|
4|INSERT|464|MA|ESSEX|950392273|06-MAR-1929|F|5|0|0|N|10|0|0|963214079K|Cvkghn|Ccyp|
4|INSERT|465|NJ|BERGEN|351752308|16-DEC-1933|M|1|0|0|N|10|0|0|712307705Y|Klxbjd|Qavu|
4|INSERT|466|NJ|MORRIS|73290014.|06-AUG-1962|F|1|1|1|N|20|0|0|477845099M|Gddbdd|Bokg|
4|INSERT|467|MO|ST. LOUIS CITY|824394258|02-NOV-1945|M|2|1|0|N|10|0|0|492512167P|Nllzgi|Gcnv|G
4|INSERT|468|MI|OAKLAND|189062637|08-APR-1947|M|1|0|0|N|10|0|0|800929076Q|Ssobir|Jlof|J
4|INSERT|469|MS|ADAMS|628810869|05-JUL-1935|M|2|0|0|N|10|0|0|787894329D|Dspmbl|Mucx|H
4|INSERT|470|NY|HERKIMER|686059336|03-MAY-1937|M|1|0|0|N|10|0|0|361676990W|Ruwluw|Tsfj|A
4|INSERT|471|ID|BINGHAM|613226597|11-AUG-1956|M|1|1|1|N|20|0|0|397848436S|Fiwooo|Rvvh|
4|INSERT|472|FL|BREVARD|266236204|02-OCT-1961|M|1|1|1|N|20|0|0|562595950Q|Mbauog|Wece|C
4|INSERT|473|MI|VAN BUREN|641569839|16-APR-1940|M|1|0|0|N|10|0|0|151964284X|Mkjxku|Vxzb|J
4|INSERT|474|MI|WAYNE|176369660|09-JUL-1937|F|1|0|0|N|10|0|0|393807106S|Fjkrlj|Mvqi|H
4|INSERT|475|FL|MIAMI-DADE|465522451|23-OCT-1926|M|1|0|0|N|10|0|0|299790242O|Izznfi|Yylb|L
4|INSERT|476|MO|WEBSTER|801542805|15-FEB-1956|M|1|1|1|N|20|0|0|325087469F|Nbzhug|Ezyh|M
4|INSERT|477|VT|RUTLAND|274839598|07-DEC-1974|M|1|1|1|N|20|0|0|791263569Z|Yqvnys|Wjha|L
4|INSERT|478|IL|COOK|111533360|14-DEC-1947|M|2|0|0|N|10|0|0|455077026Z|Vwiwox|Tlqg|E
4|INSERT|479|CA|SANTA CLARA|523836933|24-JUN-1945|M|1|0|0|N|10|0|0|903488712H|Wicxyx|Dbww|I
4|INSERT|480|LA|CLAIBORNE|322064502|02-JAN-1946|F|2|2|2|Y|11|0|0|168549263L|Xrklbu|Dccs|D
4|INSERT|481|CT|HARTFORD|445075791|30-AUG-1927|M|1|0|0|N|10|0|0|337948640S|Evatys|Wbpv|R
4|INSERT|482|TX|HAYS|136362136|13-OCT-1926|M|1|0|0|N|10|0|0|709311466C|Cuqdhf|Oziv|B
4|INSERT|483|CA|LOS ANGELES|616325923|17-MAY-1946|F|1|0|0|N|10|0|0|881814822J|Dnenbh|Tzqb|
4|INSERT|484|PA|CUMBERLAND|881035623|23-JUN-1945|F|1|0|0|N|10|0|0|362048626X|Geshum|Fsyk|M
4|INSERT|485|CA|CONTRA COSTA|656760748|21-NOV-1944|M|1|0|0|N|10|0|0|320395761S|Gmyyfe|Hcfx|
4|INSERT|486|AL|JEFFERSON|172068202|08-JUL-1928|M|1|0|0|N|10|0|0|680251381U|Xmwusx|Izni|D
4|INSERT|487|SC|HORRY|740210338|11-AUG-1947|F|1|0|0|N|10|0|0|774264275N|Eerugk|Azgy|E
4|INSERT|488|MI|WAYNE|573785568|09-DEC-1942|F|1|0|0|N|10|0|0|457499843E|Zqgpzq|Uqhx|C
4|INSERT|489|OH|PAULDING|795111291|30-MAY-1938|F|1|1|0|N|10|0|0|132696354K|Vzeuzd|Dwyn|R
4|INSERT|490|CA|ORANGE|765572985|03-JUN-1948|M|1|0|0|N|10|0|0|622716597X|Piyvqw|Lznh|
4|INSERT|491|TN|MAURY|307393124|01-MAR-1918|M|1|0|0|N|10|0|0|151512593Z|Ulclpn|Tlfa|F
4|INSERT|492|OH|PICKAWAY|556189739|26-OCT-1925|M|1|0|0|N|10|0|0|184204228V|Clsgow|Yxll|
4|INSERT|493|PA|NORTHAMPTON|753553506|19-JUN-1929|M|1|0|0|N|10|0|0|870048373W|Coadzz|Gcps|A
4|INSERT|494|SC|CHEROKEE|694534307|25-MAY-1986|F|1|1|1|N|20|0|0|356521019Y|Tgayeb|Gicz|T
4|INSERT|495|ID|ADA|411221036|10-APR-1940|F|1|0|0|N|10|0|0|218168116E|Btmnif|Zpqs|L
4|INSERT|496|MO|OZARK|699581474|07-NOV-1939|M|1|0|0|N|10|0|0|219762624C|Rcfvjl|Mouc|J
4|INSERT|497|NY|BRONX|980597081|11-JUN-1925|M|1|0|0|N|10|0|0|857523523U|Pssnsc|Wlmp|
4|INSERT|498|WI|OUTAGAMIE|141364109|23-JAN-1981|F|1|1|1|N|20|0|0|785523444I|Aliejs|Ajwq|C
4|INSERT|499|UT|MILLARD|888720217|22-NOV-1919|F|1|0|0|N|10|0|0|290659062O|Qndunc|Gbss|
4|INSERT|500|TX|HIDALGO|350989632|29-JAN-1972|F|1|1|1|N|20|0|0|756327982E|Xajgkg|Gspv|
4|INSERT|501|CA|SAN DIEGO|630740596|14-DEC-1937|M|1|0|0|N|10|1|1|420621055M|Vioegi|Bwwj|
4|INSERT|502|MD|MONTGOMERY|775543304|17-SEP-1940|F|1|0|0|N|10|0|0|864638265Q|Ahaoqf|Etzl|M
4|INSERT|503|TN|DICKSON|820990945|18-AUG-1946|F|1|0|0|N|10|0|0|577582053I|Jlumzz|Dbhn|L
4|INSERT|504|PA|LACKAWANNA|187509858|11-SEP-1944|M|1|0|0|N|10|0|0|889814944P|Pxtqqk|Oluw|L
4|INSERT|505|TX|DALLAS|467932173|16-JUN-1961|M|1|1|1|N|20|0|0|396009907P|Fhcyry|Pbub|
4|INSERT|506|HI|KAUAI|919789614|20-JAN-1946|M|1|0|0|N|10|0|0|503299629L|Vgzuwp|Ljvv|C
4|INSERT|507|MI|WAYNE|562001579|06-NOV-1927|F|1|0|0|N|10|0|0|258563861W|Lzheaa|Tcxu|C
4|INSERT|508|FL|HILLSBOROUGH|995473621|18-APR-1925|F|1|1|0|N|10|0|0|437971493O|Evkpio|Wqek|
4|INSERT|509|TX|HARRIS|518482514|16-OCT-1937|M|1|0|0|N|10|0|0|620241141F|Uqsteo|Yycp|J
4|INSERT|510|NC|HENDERSON|46970343.|11-SEP-1946|F|1|0|0|N|10|0|0|276036140D|Tvlsue|Phft|V
4|INSERT|511|FL|MARTIN|951516276|31-MAR-1943|F|1|0|0|N|10|0|0|846053003M|Hyxrfb|Usux|A
4|INSERT|512|MS|CALHOUN|828534391|19-JUL-1943|M|1|0|0|N|10|0|0|418783884T|Cmrsze|Ktgq|F
4|INSERT|513|OH|WAYNE|407617617|22-AUG-1961|F|3|1|1|N|20|0|0|894165548S|Fzdmca|Rbgd|T
4|INSERT|514|CA|FRESNO|499184908|15-MAR-1925|F|5|0|0|N|10|0|0|449909291I|Wlupon|Emxp|
4|INSERT|515|NJ|BERGEN|231708234|04-MAR-1922|M|1|0|0|N|10|0|0|796297464N|Eihcqd|Rinx|C
4|INSERT|516|NY|ERIE|854684067|06-JUN-1941|M|1|0|0|N|10|1|1|729255840Z|Xytzun|Ettz|M
4|INSERT|517|ID|ADA|132828298|28-OCT-1949|M|1|1|1|N|20|0|0|717952684C|Sjevmh|Vkci|
4|INSERT|518|MS|FRANKLIN|102909633|17-FEB-1919|M|2|0|0|N|10|0|0|966029138L|Nuails|Oinz|J
4|INSERT|519|IL|COOK|998979090|19-APR-1948|F|1|1|1|N|10|0|0|544009285I|Fotpla|Luze|
4|INSERT|520|OR|MULTNOMAH|794810845|12-DEC-1935|M|2|0|0|N|10|0|0|167219925H|Uuevkh|Uvwq|M
4|INSERT|521|PA|BERKS|235245052|08-AUG-1968|M|1|1|1|N|20|0|0|657380334H|Ukcusk|Jgwh|E
4|INSERT|522|FL|COLUMBIA|697203906|21-MAY-1943|F|1|0|0|N|10|0|0|774178857D|Ecawcv|Cpoy|E
4|INSERT|523|CT|FAIRFIELD|293770779|06-JUN-1933|M|1|0|0|N|10|0|0|151499602U|Wsvovo|Aove|M
4|INSERT|524|MN|CROW WING|100049997|10-APR-1937|M|1|0|0|N|10|0|0|171585036L|Lprjxj|Ykdw|A
4|INSERT|525|NJ|MONMOUTH|822746512|17-OCT-1944|F|1|0|0|N|10|0|0|485558268G|Agwcfz|Nnyf|K
4|INSERT|526|TX|COMAL|905678038|08-NOV-1935|M|1|0|0|N|10|0|0|937470151V|Fsinom|Ltea|K
4|INSERT|527|PA|SCHUYLKILL|980414373|15-JUN-1933|M|1|0|0|N|10|0|0|245604610J|Selvyv|Usqf|
4|INSERT|528|OH|WARREN|274137377|29-AUG-1936|M|1|0|0|N|10|0|0|661228101R|Dogilw|Bfwn|J
4|INSERT|529|GA|WALKER|451734427|21-APR-1935|M|1|0|0|N|10|0|0|292093569Q|Vzfnqp|Grvl|W
4|INSERT|530|MN|STEELE|174732431|18-NOV-1943|F|1|0|0|N|10|0|0|871240544Y|Lcknkl|Bvvx|M
4|INSERT|531|ME|CUMBERLAND|320594895|08-MAY-1948|M|1|0|0|N|10|0|0|620117285F|Vaghug|Udil|J
4|INSERT|532|MT|BLAINE|643103617|11-SEP-1930|F|1|0|0|N|10|0|0|441417360W|Jubwms|Lvkm|K
4|INSERT|533|IN|MARION|838022313|12-AUG-1968|F|1|1|1|N|20|0|0|966906354I|Smgbea|Nxwb|H
4|INSERT|534|PA|LEHIGH|963784387|22-MAY-1928|M|1|0|0|N|10|0|0|808602069P|Refizt|Hlio|J
4|INSERT|535|OK|TULSA|259514118|18-JAN-1924|F|5|0|0|N|10|0|0|621919013T|Bsxtiz|Ubiz|J
4|INSERT|536|NY|NEW YORK|574967229|22-DEC-1933|M|3|0|0|N|10|0|0|416678987I|Eyvzjs|Bsak|
4|INSERT|537|PA|TIOGA|798706105|03-MAR-1983|M|1|1|1|N|20|0|0|856326046X|Amwygi|Tcuv|R
4|INSERT|538|FL|ALACHUA|939995234|03-FEB-1942|M|1|0|0|N|10|0|0|833813519D|Gptnmj|Gusr|A
4|INSERT|539|WI|WINNEBAGO|78628665.|15-APR-1934|M|1|0|0|N|10|0|0|197405347G|Orjtqx|Geyb|A
4|INSERT|540|OH|ALLEN|193773502|25-APR-1944|F|1|1|0|N|10|0|0|548792479C|Xrfvbb|Pcfo|C
4|INSERT|541|OK|CHEROKEE|533209027|19-DEC-1939|M|1|0|0|N|10|0|0|640371382F|Ijbktk|Qpck|L
4|INSERT|542|WI|MILWAUKEE|497057062|06-JAN-1948|F|1|0|0|N|10|0|0|873525970A|Vsnjrr|Erfi|R
4|INSERT|543|FL|PINELLAS|930979721|21-APR-1948|M|2|||||||658664073U|Jyivwr|Driz|F
4|INSERT|544|IL|WILL|290548484|10-AUG-1924|M|5|||||||282560133R|Mmbysa|Ookh|
4|INSERT|545|OH|TRUMBULL|880923298|02-SEP-1948|F|2|||||||206112855G|Gpbqdl|Jbfm|
4|INSERT|546|RI|KENT|645803857|06-JUL-1933|F|1|0|0|N|10|0|0|613399485B|Iapkjz|Vtpx|D
4|INSERT|547|FL|MIAMI-DADE|360351992|23-APR-1933|M|1|0|0|N|10|0|0|872433706X|Hpnuep|Kyih|A
4|INSERT|548|TX|HARRISON|65383284.|29-DEC-1940|M|1|0|0|N|10|0|0|338279839B|Ubysok|Yikx|H
4|INSERT|549|IL|COOK|273871833|09-NOV-1956|F|2|0|0|N|10|0|0|628870881B|Jhyamj|Grgn|
4|INSERT|550|AR|JEFFERSON|324596811|29-JAN-1939|F|1|0|0|N|10|0|0|816604500K|Qnfzbk|Lirk|M
4|INSERT|551|NY|CAYUGA|77973708.|24-FEB-1934|F|1|0|0|N|10|0|0|271631215F|Drloqx|Cdpx|C
4|INSERT|552|PR|TOA ALTA|641385002|09-SEP-1941|F|1|1|0|N|10|0|0|282427804Z|Jfsllo|Ftka|
4|INSERT|553|PA|DELAWARE|863348618|13-JUL-1970|F|2|1|1|N|20|0|0|929695617G|Fqfxnc|Rxxw|R
4|INSERT|554|IA|WARREN|787015790|14-DEC-1943|F|1|0|0|N|10|0|0|172868748Q|Gnsemo|Ftvx|M
4|INSERT|555|WA|PIERCE|943801414|22-JUL-1946|F|1|0|0|N|10|0|0|947994187D|Ooyaxr|Evuq|L
4|INSERT|556|PA|DELAWARE|613571663|30-NOV-1939|M|1|0|0|N|10|0|0|636077024V|Eloswy|Zdts|T
4|INSERT|557|PA|CAMBRIA|659426207|25-NOV-1953|M|1|1|1|N|20|0|0|292268639U|Otddut|Llco|A
4|INSERT|558|NY|KINGS|287884691|23-NOV-1916|M|2|0|0|N|10|0|0|386555426S|Jzwnjw|Qbhb|
4|INSERT|559|OR|MULTNOMAH|358288679|11-OCT-1945|M|0|0|0|N|10|0|0|899840776B|Qpldin|Tauy|V
4|INSERT|560|MD|WORCESTER|794400285|24-SEP-1979|F|2|1|1|N|20|0|0|123590038C|Iwkgex|Rtmi|D
4|INSERT|561|NY|HERKIMER|509491611|20-AUG-1926|M|1|1|0|N|10|0|0|187381311T|Pqmjut|Tfwu|
4|INSERT|562|TX|HARRIS|480103452|11-MAY-1971|M|1|3|1|N|20|0|0|927236913P|Jaipbf|Jtdu|
4|INSERT|563|FL|SARASOTA|984289324|22-JUN-1944|M|1|0|0|N|10|0|0|490263346U|Edbajb|Tvwo|D
4|INSERT|564|DE|NEW CASTLE|394620855|31-MAY-1936|M|1|0|0|N|10|0|0|756941768E|Labelt|Hmnt|C
4|INSERT|565|NY|ERIE|971615451|24-JUL-1953|F|1|1|1|N|20|0|0|418742723C|Detplr|Mwtc|
4|INSERT|566|MI|WAYNE|143588297|15-APR-1950|F|1|1|1|N|20|0|0|318475041P|Vkkwfu|Qckv|G
4|INSERT|567|FL|ESCAMBIA|253523847|24-JAN-1944|M|1|0|0|N|10|0|0|705856619H|Nssaff|Edre|M
4|INSERT|568|PA|NORTHAMPTON|248629812|23-SEP-1945|M|1|0|0|N|10|0|0|673248548K|Oqmcqw|Pwqn|G
4|INSERT|569|OK|OKLAHOMA|636921173|14-APR-1950|M|1|1|1|N|20|0|0|877486454V|Irpomg|Hesr|G
4|INSERT|570|MN|LE SUEUR|531225736|17-APR-1931|F|1|0|0|N|10|0|0|478760461G|Yvcevy|Mrwh|G
4|INSERT|571|MO|IRON|472858140|03-MAY-1941|M|1|0|0|N|10|0|0|487941228R|Dxornb|Rutr|L
4|INSERT|572|NJ|MONMOUTH|176940618|03-APR-1942|F|1|0|0|N|10|0|0|980433011I|Famnwk|Ysak|J
4|INSERT|573|MD|MONTGOMERY|898847038|26-SEP-1951|M|2|1|1|N|20|0|0|597169149F|Dltiis|Mbxv|J
4|INSERT|574|TX|HARRIS|108496608|13-JUL-1949|M|1|1|1|N|20|0|0|692062234M|Vqpxeh|Fhmj|S
4|INSERT|575|ME|CUMBERLAND|50715687.|23-FEB-1922|F|1|0|0|N|10|0|0|400193175Z|Zjmgcs|Dhja|S
4|INSERT|576|IA|JOHNSON|249085432|06-NOV-1979|M|1|1|1|N|20|0|0|615022176T|Guopmh|Dlic|
4|INSERT|577|AZ|COCONINO|512410234|03-APR-1928|M|1|0|0|N|10|0|0|615674440R|Gmhylt|Ruyp|L
4|INSERT|578|NE|DAWSON|393641276|18-JAN-1949|M|1|1|0|N|10|0|0|519124826D|Pkzbjw|Ssws|K
4|INSERT|579|NJ|BERGEN|289544867|07-AUG-1925|F|1|0|0|N|10|0|0|805886700U|Kxafbs|Skro|M
4|INSERT|580|CA|SAN BERNARDINO|513252504|01-JUN-1931|F|1|0|0|N|10|0|0|528455992U|Lvnhxd|Zmin|E
4|INSERT|581|NY|SUFFOLK|649926475|28-JAN-1925|F|1|0|0|N|10|0|0|693727950V|Xygwhs|Vmyt|
4|INSERT|582|PA|CLINTON|257950139|23-JUL-1933|M|1|0|0|N|10|0|0|843527069A|Mpdqel|Wxep|M
4|INSERT|583|FL|VOLUSIA|936698884|23-AUG-1935|F|1|0|0|N|10|0|0|927534297E|Xdclsy|Dipa|J
4|INSERT|584|CO|LARIMER|63994076.|10-JUL-1953|F|1|1|1|N|20|0|0|260249325B|Zvidvz|Xbue|W
4|INSERT|585|MA|PLYMOUTH|946582526|08-SEP-1927|M|1|0|0|N|10|0|0|104748689K|Lqrtce|Zkdo|D
4|INSERT|586|WI|BROWN|201195742|06-APR-1947|F|1|0|0|N|10|0|0|429746123C|Dsdzqd|Lmor|W
4|INSERT|587|NY|WESTCHESTER|936789879|12-JAN-1931|M|1|0|0|N|10|0|0|376453342R|Rabdno|Bkrg|
4|INSERT|588|CA|SANTA CLARA|762326689|09-MAR-1945|F|1|0|0|N|10|0|0|300659581K|Hblbxl|Vyzo|J
4|INSERT|589|NY|KINGS|591026815|26-JUL-1945|M|1|0|0|N|10|0|0|123366078Q|Mxhnhj|Uein|
4|INSERT|590|FL|PALM BEACH|476704253|12-JUL-1932|F|1|0|0|N|10|0|0|102416577Y|Cipsck|Bcej|
4|INSERT|591|NC|PENDER|460880466|16-JAN-1953|M|2|1|1|N|20|0|0|207779010Q|Wqwxrn|Aucj|J
4|INSERT|592|IN|MARSHALL|376552430|15-SEP-1955|F|1|1|1|N|20|0|0|732774840K|Vdjmao|Jndy|L
4|INSERT|593|NJ|BERGEN|674905633|17-APR-1946|M|4|0|0|N|10|0|0|147118588R|Jpownd|Edgl|A
4|INSERT|594|FL|ALACHUA|841006365|11-JAN-1961|F|1|1|1|N|20|0|0|672572588I|Bososl|Vlwb|J
4|INSERT|595|SC|GREENVILLE|319963592|21-MAY-1940|M|2|0|0|N|10|0|0|780569834W|Bjzwif|Ngko|
4|INSERT|596|NY|QUEENS|955327017|07-MAR-1930|M|1|0|0|N|10|0|0|139095816N|Axbelk|Bscc|
4|INSERT|597|NY|MONROE|984705224|29-SEP-1959|M|1|1|1|N|20|0|0|994807431K|Gcixmq|Gnzm|A
4|INSERT|598|MD|FREDERICK|684885434|15-MAY-1931|F|1|0|0|N|10|1|1|889828270R|Cxfibs|Luqh|T
4|INSERT|599|NC|BEAUFORT|426347830|13-AUG-1941|M|2|0|0|N|10|0|0|462388043U|Trvbtf|Zqdz|J
4|INSERT|600|CA|LOS ANGELES|938562929|10-OCT-1934|M|5|0|0|N|10|0|0|321028843B|Xuwuoe|Crtc|
4|INSERT|601|CA|TRINITY|719530523|09-FEB-1931|F|1|0|0|N|10|0|0|280912652X|Qggexb|Phsz|J
4|INSERT|602|OH|FAIRFIELD|861879645|08-AUG-1932|F|1|0|0|N|10|0|0|986845116D|Ntosyd|Cyna|R
4|INSERT|603|OK|BEAVER|477704002|18-OCT-1933|M|1|0|0|N|10|0|0|866925796Y|Paghol|Izjw|L
4|INSERT|604|SC|LANCASTER|836295117|12-MAY-1934|F|1|0|0|N|10|0|0|360399455H|Pquwxk|Odxb|R
4|INSERT|605|CA|RIVERSIDE|391132368|25-SEP-1933|M|1|0|0|N|10|0|0|418542165B|Ypvjev|Fdjd|
4|INSERT|606|CA|SAN BERNARDINO|875808937|26-APR-1945|F|1|0|0|N|10|0|0|128921613Y|Cwufad|Jtaz|A
4|INSERT|607|OR|WASHINGTON|667443333|10-JAN-1937|F|1|0|0|N|10|0|0|539447302D|Wuslce|Xkun|R
4|INSERT|608|MA|WORCESTER|904383003|02-DEC-1938|F|1|0|0|N|10|0|0|283607030A|Awappw|Srqp|J
4|INSERT|609|PR|PONCE|623646626|09-JAN-1942|F|1|1|0|N|10|0|0|622029574U|Uvkbts|Dxgh|R
4|INSERT|610|CA|SHASTA|158775430|07-JUL-1947|M|1|0|0|N|10|0|0|624461471N|Ootrwv|Cbty|M
